title,url,text,embedding
2014 FIFA World Cup final,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_final,"Gonzalo Higuaín missed a chance to score for Argentina in the first half when he was Glossary of association football terms#O|one-on-one with Germany goalkeeper Manuel Neuer, and Benedikt Höwedes failed to give Germany the lead shortly before half-time when his shot struck the goalpost. Lionel Messi had an opportunity to score when he was one-on-one with Neuer shortly after half time, but his low shot went wide of the goal. On 71 minutes, Thomas Müller was through on goal following a build-up involving André Schürrle and Mesut Özil, but he failed to control the ball and lost it to Argentina's goalkeeper, Sergio Romero. With the match goalless after 90 minutes, it went to Overtime (sports)|extra time, in the second period of which Germany broke the deadlock. Mario Götze, who had come on as a Substitute (association football)|substitute shortly before the end of normal time, received Schürrle's Cross (association football)|cross from the left on his chest before Volley (association football)|volleying a left-footed shot into the net to secure a 1–0 victory for Germany.

Germany's win was their List of FIFA World Cup finals|fourth World Cup title and the first since German reunification, as well as the first World Cup win by a European team in the Americas. Götze was named the Player of the match|man of the match, and Messi was awarded the FIFA World Cup awards#Golden Ball|Golden Ball as FIFA's outstanding player of the tournament. Germany's Manager (association football)|manager, Joachim Löw, labelled his side's win as the culmination of a project that had begun ten years previously under his predecessor Jürgen Klinsmann, and praised his team's spirit. His Argentine counterpart, Alejandro Sabella, thought his team had been unlucky to lose, and called his players ""warriors"". Germany failed to defend their trophy at the subsequent 2018 FIFA World Cup|2018 World Cup in Russia, becoming the third successive World Cup holders 2018 FIFA World Cup Group F|to be eliminated in the group phase after defeats against Mexico national football team|Mexico and South Korea national football team|South Korea.

==Background==
File:Deutsches Fußballmuseum 2015 3.jpg|thumb|The Adidas Brazuca Final Rio used in the match|alt=View of the match ball, displayed on a pedestal
The 2014 FIFA World Cup was the 20th edition of the FIFA World Cup|World Cup, FIFA's football competition for national teams, held in Brazil between 12 June and 13 July 2014. Brazil national football team|Brazil qualified for the finals automatically as tournament hosts, and 203 teams competed for the remaining 31 spots through 2014 FIFA World Cup qualification|qualifying rounds organised by the six List of football federations#FIFA Confederations|FIFA confederations and held between June 2011 and November 2013. In the finals, the teams were divided into eight groups of four with each team playing each other once in a round-robin tournament|round-robin format. The two top teams from each group advanced to a Single-elimination tournament|knock-out phase. Spain were eliminated 2014 FIFA World Cup Group A|in the group phase in the 2014 event.<ref name=""RSSSF_summary""/>","[-0.21560872  0.03689908 -0.29030323 ...  0.21337365 -0.44759685
 -0.077709  ]"
2014 FIFA World Cup final,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_final,"Germany national football team|Germany had won the title three times before as West Germany – 1954 FIFA World Cup|in 1954, 1974 FIFA World Cup|1974 and 1990 FIFA World Cup|1990. Argentina national football team|Argentina had two titles, 1978 FIFA World Cup|in 1978 and 1986 FIFA World Cup|1986. including in the 1986 FIFA World Cup final|1986 final, which Argentina won , and the 1990 FIFA World Cup final|1990 final, which West Germany won . They had met in the quarter-final stage of both of the most recent two World Cups, Germany winning both – 2006 FIFA World Cup knockout stage#Germany vs Argentina|a penalty-shootout win in 2006 and 2010 FIFA World Cup knockout stage#Argentina vs Germany|a  win in 2010. Germany lost in the semi-final on both occasions. The most recent meeting between the two teams before the 2014 World Cup was a Exhibition game|friendly match played on 15 August 2012 at Commerzbank-Arena in Frankfurt, which was won by Argentina .

The venue for the final was announced in 2011 as the Estádio Jornalista Mário Filho in Rio de Janeiro, commonly known as the Maracanã Stadium. It was built in preparation for the 1950 FIFA World Cup, and Uruguay v Brazil (1950 FIFA World Cup)|that tournament's final match, in which Uruguay national football team|Uruguay beat Brazil  to win the trophy, is  the record-holder for the highest attendance at any football match in history. The Maracanã also hosted the finals of the Copa América in 1989 Copa América|1989, 2019 Copa América final|2019 and 2021 Copa América final|2021; the 2013 FIFA Confederations Cup final; and both the men's and women's football finals Football at the 2016 Summer Olympics|at the 2016 Summer Olympics. The stadium underwent an extensive rebuild before the 2014 World Cup, after which its capacity was 78,838.

The match ball for the 2014 FIFA World Cup final, announced on 29 May 2014, was a variation of the Adidas Brazuca named the ''Adidas Brazuca Final Rio''. Though the technical aspects of the ball were the same, the design was different from the Brazuca balls used in the group phase and prior knockout games, with a green, gold and black coloring.

==Route to the final==
===Germany===
{| class=""wikitable plainrowheaders"" style=""text-align:center;margin-left:1em;float:right;clear:right;min-width:226px""
|+ Germany's route to the final
|-
!scope=""col""|
!scope=""col""| Opponent
!scope=""col""| Result
|- style=""border-top:2px solid black""
!scope=""row"" style=""text-align:center""|
|align=""left""|
|2014 FIFA World Cup Group G#Germany vs Portugal|4–0
|-
!scope=""row"" style=""text-align:center""|
|align=""left""|
|2014 FIFA World Cup Group G#Germany vs Ghana|2–2
|-
!scope=""row"" style=""text-align:center""|
|align=""left""|
|2014 FIFA World Cup Group G#United States vs Germany|1–0
|- style=""border-top:2px solid black""
!scope=""row"" style=""text-align:center""|
|align=""left""|
|2014 FIFA World Cup knockout stage#Germany vs Algeria|2–1 
|-
!scope=""row"" style=""text-align:center""|
|align=""left""|
|2014 FIFA World Cup knockout stage#France vs Germany|1–0
|-
!scope=""row"" style=""text-align:center""|
|align=""left""|
|Brazil v Germany (2014 FIFA World Cup)|7–1
|}","[ 0.01838546  0.04823179 -0.24834046 ...  0.27648237 -0.19409946
  0.14114285]"
2014 FIFA World Cup final,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_final,"Germany were drawn in 2014 FIFA World Cup Group G|Group G for the World Cup, in which they were joined by Ghana national football team|Ghana, Portugal national football team|Portugal and the United States men's national soccer team|United States. Their first match was against Portugal, on 16 June 2014 at the Itaipava Arena Fonte Nova in Salvador, Bahia|Salvador. Germany won a Penalty kick (association football)|penalty on 10 minutes, when João Pereira (footballer, born 1984)|João Pereira fouled Mario Götze. Müller took the kick and gave Germany the lead. Mats Hummels added a second goal with a Header (association football)|header on 32 minutes, and Portugal's Pepe (footballer, born 1983)|Pepe was shown a Penalty card#Red card|red card five minutes later, after he headbutted Müller. Müller then scored his second in injury time to give Germany a 3–0 half-time lead. Germany's second game was against Ghana at the Estádio Castelão in Fortaleza. After a goalless first half, Götze opened the scoring on 51 minutes, when his headed Shooting (association football)|shot from a Müller cross bounced off his own knee and past Ghana's goalkeeper Fatau Dauda. Ghana equalised shortly afterwards, through an André Ayew header, and then took the lead when Sulley Muntari found Asamoah Gyan with a Passing (association football)|pass, after an error by Manuel Neuer. Germany levelled the game again on 71 minutes, when Miroslav Klose, who had come on as a Substitute (association football)|substitute, kicked Benedikt Höwedes's goal-bound header into the goal from close range. Klose's goal equalled the Brazilian Ronaldo (Brazilian footballer)|Ronaldo's World Cup record of 15 goals, and the game finished 2–2. In rainy conditions, Müller scored the only goal of the game with a shot inside the penalty area after goalkeeper Tim Howard had saved Per Mertesacker's header. Germany qualified as group winners.

Germany's opponents in 2014 FIFA World Cup knockout stage|the round of 16 were Algeria national football team|Algeria, with the match played on 30 June at the Estádio Beira-Rio in Porto Alegre. The game was tied at 0–0 after 90 minutes, Germany being described by BBC Sport's David Ornstein as looking frequently ""rattled"" as ""Algeria wasted a succession of chances in an opening, exciting encounter"". Germany took the lead early in Overtime (sports)|extra time, when Müller crossed from the left and Schürrle scored from close range.<ref name=""GermanyAlgeriaBBC""/> Mesut Özil added a second for Germany in the final minute of extra time, before Abdelmoumene Djabou pulled a goal back for Algeria with a Volley (association football)|volley in injury time. Germany held on to record a 2–1 win.","[-0.3923169   0.15305758 -0.3063116  ...  0.22436032  0.1476056
 -0.06788856]"
2014 FIFA World Cup final,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_final,"Germany faced tournament hosts Brazil in their semi-final game, on 8 July in Belo Horizonte. In a result described by BBC Sport's Phil McNulty in 2019 as ""a drama ... that will never be forgotten by anyone who witnessed it"", Germany Brazil v Germany (2014 FIFA World Cup)|won the game 7–1, inflicting Brazil's first competitive defeat at home for 39 years. They took the lead on 10 minutes, when Müller scored from a corner, unmarked by any Brazil players. They doubled their lead on 22 minutes through Klose, with his record-breaking 16th World Cup goal, before Kroos made it 3–0 on 25 minutes with a left-footed volley. Kroos scored again 179 seconds later, from an Assist (association football)|assist by Sami Khedira, before Khedira himself scored to make it 5–0 at half time. Schürrle scored twice in the second half to make it 7–0, before Oscar (footballer, born 1991)|Oscar scored Brazil's sole goal shortly before the end. Simon Burnton of ''The Guardian'' later described Germany's play as being ""of a savagery unwitnessed against significant opposition in the tournament's history"". Germany progressed to their eighth final, 12 years after their last and their second since German reunification.<ref name=""Britanica""/>

===Argentina===
{| class=""wikitable plainrowheaders"" style=""text-align:center;margin-left:1em;float:right;clear:right;min-width:226px""
|+ Argentina's route to the final
|-
!scope=""col""|
!scope=""col""| Opponent
!scope=""col""| Result
|- style=""border-top:2px solid black""
!scope=""row"" style=""text-align:center""|
|align=""left""|
|2014 FIFA World Cup Group F#Argentina vs Bosnia and Herzegovina|2–1
|-
!scope=""row"" style=""text-align:center""|
|align=""left""|
|2014 FIFA World Cup Group F#Argentina vs Iran|1–0
|-
!scope=""row"" style=""text-align:center""|
|align=""left""|
|2014 FIFA World Cup Group F#Nigeria vs Argentina|3–2
|- style=""border-top:2px solid black""
!scope=""row"" style=""text-align:center""|
|align=""left""|
|2014 FIFA World Cup knockout stage#Argentina vs Switzerland|1–0 
|-
!scope=""row"" style=""text-align:center""|
|align=""left""|
|2014 FIFA World Cup knockout stage#Argentina vs Belgium|1–0
|-
!scope=""row"" style=""text-align:center""|
|align=""left""|
|Netherlands v Argentina (2014 FIFA World Cup)|0–0  
|}","[-0.2762946   0.04515305 -0.45944968 ...  0.3728661  -0.35466856
 -0.21849808]"
2014 FIFA World Cup final,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_final,"Argentina were drawn in 2014 FIFA World Cup Group F|Group F, alongside Bosnia and Herzegovina national football team|Bosnia and Herzegovina, Iran national football team|Iran and Nigeria national football team|Nigeria. Their opening game took place on 15 June 2014 against Bosnia and Herzegovina, who were making their World Cup debut. It was the first game of the tournament at the Maracanã Stadium. Argentina took the lead on 3 minutes, when Bosnian defender Sead Kolašinac scored an own goal after a Free kick (association football)|free kick by Lionel Messi had been flicked on by Marcos Rojo. In the second half, Messi scored himself to double Argentina's lead with a powerful shot following a Push and run|one-two with Gonzalo Higuaín. Vedad Ibišević scored for Bosnia and Herzegovina with 6 minutes remaining, but Argentina held on for a 2–1 win. Argentina took the win in injury time, when Messi scored a left-footed shot into the corner from outside the penalty area to seal qualification for the next round with a game to spare. Their final group game was on 25 June, against Nigeria in Porto Alegre. Messi gave Argentina the lead on 3 minutes, scoring on the rebound after Ángel Di María's shot hit the goalpost. Ahmed Musa equalised for Nigeria a minute later with a right-footed curling shot, before Messi gave Argentina the lead again with a free kick from  out shortly before half time. Musa equalised once again 2 minutes into the second half, hitting the ball past goalkeeper Sergio Romero after a one-two with Emmanuel Emenike, but Rojo scored with his knee 3 minutes later to seal a 3–2 win and first place in the final group table.","[-0.75        0.3984375  -0.06542969 ...  0.05761719 -0.3671875
 -0.35351562]"
2014 FIFA World Cup final,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_final,"Argentina's round-of-16 opponents were Switzerland national football team|Switzerland, on 1 July at the Arena Corinthians in São Paulo. Argentina had the majority of the Ball possession|possession during the game, but BBC Sport's Jonathan Jurejko labelled their play ""unconvincing"", citing their failure to break down a Switzerland side who were playing defensively. There were no goals during normal time, and it remained 0–0 until 2 minutes before the end of extra time when Messi set up Di María to score the winner past Swiss goalkeeper Diego Benaglio. Substitute Blerim Džemaili almost equalised for Switzerland immediately afterwards with a shot that hit the goalpost, but Argentina held on for a 1–0 win. Argentina played the Netherlands national football team|Netherlands in the semi-final on 9 July. There were no goals in the game, in either normal time or extra time, in what McNulty described as ""120 tedious ... minutes that were in stark contrast to the spectacular shock"" of the previous day's semi-final between Brazil and Germany. Ron Vlaar of the Netherlands took the first penalty, a low shot to the right, which was saved by Romero. The next three kicks, by Messi, Arjen Robben and Ezequiel Garay, were all scored, before Romero made another save, diving to his right to keep out a high penalty from Wesley Sneijder. Sergio Agüero, Dirk Kuyt and Maxi Rodríguez all scored their penalties, giving Argentina a 4–2 shoot-out win. The press in Argentina called Romero's two saves the ""hands of God"", a reference to the The hand of God|""hand of God"" goal scored by Diego Maradona in 1986. Argentina progressed to their fifth final, which was also their first since 1990.<ref name=""Britanica""/>

==Match==
===Pre-match===
File:CFK y Angela Merkel 2.jpg|thumb|Chancellor of Germany Angela Merkel (left) attended the final. President of Argentina Cristina Fernández de Kirchner (right) did not attend due to her grandson's birthday and a case of pharyngo-laryngitis.|alt=Angela Merkel and Cristina Fernández de Kirchner pictured shaking hands
Nicola Rizzoli, from Italy, was named as the referee of the final, together with fellow Italians Renato Faverani and Andrea Stefani as the assistant referees, and Carlos Vera and Christian Lescano from Ecuador as the Assistant referee (association football)#Fourth official|fourth and Assistant referee (association football)#Fifth official|fifth officials. Earlier in the 2014 World Cup, Rizzoli took charge of the Spain–Netherlands and Nigeria–Argentina matches in the group stage, and the Argentina–Belgium quarter-final. He had previously taken charge of the 2010 UEFA Europa League Final and the 2013 UEFA Champions League Final. He was also one of the referees at the 2011 FIFA Club World Cup, UEFA Euro 2012 and the 2013 FIFA U-20 World Cup. He became the third Italian referee to take charge of a World Cup final, after Sergio Gonella in 1978 FIFA World Cup final|1978 and Pierluigi Collina in 2002 FIFA World Cup final|2002.<ref name=""FinalReferee"" />","[-0.42082536  0.04481959  0.04954229 ...  0.20522961 -0.28568375
  0.24766004]"
2014 FIFA World Cup final,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_final,"A closing ceremony for the World Cup took place about an hour and forty minutes before the final. A performance of two acts, the ceremony lasted about 20 minutes. The first act featured 22 samba dancers and a host of other performers, 32 of the dancers wearing dresses decorated in the colours of each of the participating teams. The second act featured musical performances headlined by Colombian singer Shakira, and included singers Carlinhos Brown, Wyclef Jean, Alexandre Pires and Ivete Sangalo as well as guitarist Carlos Santana. Brazilian supermodel Gisele Bündchen and Carles Puyol, a member of Spain's winning team in 2010, unveiled the FIFA World Cup Trophy.

Brazilian president Dilma Rousseff was present at the final, along with Russian president Vladimir Putin, whose country hosted 2018 FIFA World Cup|the next World Cup, and Jacob Zuma, the President of South Africa, the previous hosts. Representing the finalists, German president Joachim Gauck and chancellor Angela Merkel were in attendance, although Argentina's president Cristina Fernández de Kirchner could not attend because of both her grandson's birthday and a case of pharyngo-laryngitis. Other world leaders present included Viktor Orbán of Hungary, Ali Bongo Ondimba of Gabon and Antigua and Barbuda's Gaston Browne. Several celebrities and athletes also attended the final, including Rihanna, Daniel Craig, Mick Jagger, Ashton Kutcher, David Beckham, Tom Brady, Olivier Dacourt, LeBron James, and Christian Vieri. Brazilian spectators at the game were largely supportive of the Germans as a result of the Argentina–Brazil football rivalry, despite their team's heavy semi-final loss.

Germany were forced to make a late change to their line-up when Khedira sustained a Calf (leg)|calf injury during the warm-up before the match. He was replaced in the line-up by Christoph Kramer, with Germany's team otherwise unchanged from that which started in their win over Brazil in the semi-final. Argentina began the match with the identical team to that which started their semi-final against the Netherlands.<ref name=""BBCArgNetherlandsReport""/><ref name=""BBCReportOnTheFinal""/>

===First half===
File:Cámaras - Acción - 140713-8653-jikatu (14479326838).jpg|thumb|Lionel Messi running with the ball into the penalty area on nine minutes|alt=View from behind the goal of Messi with the ball, while two German defenders chase him and the goalkeeper stands guard|upright=1.2","[-0.09849128  0.18523552 -0.05791441 ...  0.2347713  -0.30723503
  0.08865489]"
2014 FIFA World Cup final,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_final,"Germany kicked off the match at 4&nbsp;pm local time (7&nbsp;pm UTC) in temperatures of  with 65% humidity, in front of a crowd of 74,738 and an estimated global television audience of 1.013 billion. The weather at Santos Dumont Airport,  from the stadium, and Maracanã, coordinates <!-- Coords rounded -->.}} was recorded as fair at the time of kick-off, becoming partly cloudy later in the evening. Germany won a free kick 3 minutes into the game, when Rojo fouled Müller around  from the Argentina goal. The free kick was hit straight at the Glossary of association football terms#W|wall, and Argentina launched a counterattack from the rebound. Pablo Zabaleta ran with the ball down the right before passing to Higuaín on the edge of the penalty area. He took a shot from a narrow angle, but the ball went wide of Neuer's left-hand goalpost. On 9 minutes, Messi outpaced Hummels on the Argentina right and ran into the penalty area. He attempted to find Ezequiel Lavezzi from the Glossary of association football terms#B|byline but Schweinsteiger reached it first and cleared. Germany had considerably more of the early possession, but a German defensive error on 20 minutes gave Argentina what Jerry Hinnen of CBS Sports called ""the best opportunity for either side"" thus far. Kroos miscued a header, which left Higuaín Glossary of association football terms#O|one-on-one with Neuer, but the latter's shot from the edge of the penalty area went wide of the goal. On 23 minutes, Klose had a chance to score when the ball reached him following a cross by Philipp Lahm, but Zabaleta dispossessed him before he could shoot.<ref name=""GuardianMinuteByMinute""/>

In the 30th minute, Lavezzi found space for Argentina on the right and crossed into the penalty area. Higuaín collected the ball and slotted it past Neuer into the goal. He was replaced by Schürrle.

===Second half===
File:Germany and Argentina face off in the final of the World Cup 2014 -2014-07-13 (37).jpg|thumb|Miroslav Klose shooting at goal in the second half of the game|alt=View of Klose with the ball having just been kicked, with two Argentine defenders having contested the ball, while goalkeeper Romero awaits and another German player looks on","[-0.3667428   0.20585138 -0.2769299  ...  0.36264956 -0.45247608
 -0.14729756]"
2014 FIFA World Cup final,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_final,"Argentina began the second half with Agüero on the field in place of Lavezzi. Higuaín had a shot in the first minute of the half after running down the right wing, but it went wide of Neuer's goal. Messi then had an opportunity to score when he was one-on-one with the goalkeeper a minute later, but his low shot on goal also went wide. Argentina had more possession than Germany in the opening 10 minutes of the half, and they had another chance on 50 minutes when Higuaín received a ball just inside the penalty area; he missed the ball with his attempted shot. In the 56th minute, Neuer took down Higuaín in the penalty area, but no penalty was given, despite Argentine commentators believing it should be given. No card was given either. Klose had Germany's first shot on goal of the second half on 59 minutes but his shot lacked power and was caught by Romero. Argentina had an opportunity to score through a Martín Demichelis header four minutes later, but Klose intercepted to send it behind. Shortly afterwards, Javier Mascherano brought down Klose after losing the ball to him, and was booked. His team-mate Agüero was also booked a minute later for a foul on Schweinsteiger. Midway through the second half, ''The Guardian'' Scott Murray commented that the first half had been ""goalless and brilliant"", but the second was ""goalless and ... well, not so much"", although he noted that it remained an open game.<ref name=""GuardianMinuteByMinute""/>

Germany had a chance on 71 minutes, Müller, Schürrle and Özil all getting involved in a build-up which Murray described as ""tiki-taka"", but when Schürrle eventually reached the penalty area with only Romero to beat, he failed to control the ball properly and the goalkeeper claimed it. Messi had a shot on 75 minutes, following a run across the edge of the German penalty area, which he attempted to curl into the top left-hand corner of the goal; it missed the target. Germany appealed for a penalty with 10 minutes remaining, after a tussle close to the Argentina goalpost following a Lahm cross, but the referee awarded a goal kick to Argentina. The final remained goalless after 90 minutes, and extra time was played.<ref name=""BBCReportOnTheFinal""/>

===Extra time===
File:Goldegotze.jpg|thumb|Mario Götze struck the winning goal in extra time|alt=Close-up view from the left of Götze hitting the ball, with the Argentine goalkeeper visible, partly obscured by defender Demichelis","[-0.16631821  0.18209451 -0.05036862 ...  0.32471392 -0.33621946
  0.13107944]"
2014 FIFA World Cup final,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_final,"Early in the first half of extra time, Schürrle received a pass in front of goal from Götze, but his close-range shot was stopped by Romero. In the second half of extra time, Germany broke the deadlock when Götze scored in the 113th minute. Schürrle raced past two defenders on the left before crossing into the penalty area, where Götze controlled the ball on his chest and then volleyed left-footed into the net. Müller had a chance to double Germany's lead shortly afterward when he Dribbling|dribbled past two defenders, but his shot across the net was too wide. Late in extra time, Messi had an opportunity to equalise from a free kick within goal-scoring distance, but his attempt flew high over the crossbar. That proved to be the last action of the game as the final whistle was blown, confirming Germany's 1–0 victory. He became the first substitute to score a World Cup-winning goal, as well as the youngest player to score in a World Cup Final since German Wolfgang Weber in 1966 FIFA World Cup final|1966 (same age, 22).-->

===Details===
<section begin=Final />{{Football box
| date = 13 July 2014
| time = 16:00 Time in Brazil|BRT (UTC−03:00|UTC−3)
| team1 = 
| score = 
| aet = yes
| report = https://www.fifa.com/fifaplus/en/match-centre/match/17/251164/255959/300186501?date=2014-07-13
| team2 = 
| goals1 = Mario Götze|Götze 
| goals2 =
| stadium = Maracanã Stadium, Rio de Janeiro
| attendance = 74,738
| referee = Nicola Rizzoli (Italian Football Federation|Italy)
}}<section end=Final />
<section begin=Lineups />
{| width=92%
|-
|{{Football kit
 |alt = A mostly white football shirt, shorts and socks, with a red V shape near the top of the shirt and red stripes at the top of the socks
 |pattern_la = _deutschland14h
 |pattern_b  = _deutschland14h
 |pattern_ra = _deutschland14h
 |pattern_sh = _deutschland14h
 |pattern_so = _DFB_14h
 |leftarm    = FFFFFF
 |body       = FFFFFF
 |rightarm   = FFFFFF
 |shorts     = FFFFFF
 |socks      = FFFFFF
 |title      = Germany
}}
|{{Football kit
 |alt = A football shirt featuring dark blue in the top portion and lighter blue stripes at the bottom, with blue shorts and blue socks with black and yellow stripes at the top
 |pattern_la = _arg2014a
 |pattern_b  = _arg2014a
 |pattern_ra = _arg2014a
 |pattern_sh = _arg13a
 |pattern_so = _arg13al
 |leftarm    = 001363
 |body       = 001363
 |rightarm   = 001363
 |shorts     = 0020C2
 |socks      = 0020C2
 |title      = Argentina
}}
|}

{| width=""100%""
|valign=""top"" width=""40%""|
{| style=""font-size:90%"" cellspacing=""0"" cellpadding=""0""
|-
!width=25| !!width=25|
|-
|GK ||'''1''' ||Manuel Neuer
|-
| ||'''16'''||Philipp Lahm (Captain (association football)|c)
|-
| ||'''20'''||Jérôme Boateng
|-
| ||'''5''' ||Mats Hummels
|-
| ||'''4''' ||Benedikt Höwedes || 
|-
| ||'''23'''||Christoph Kramer || || 
|-
| ||'''7''' ||Bastian Schweinsteiger || 
|-
| ||'''18'''||Toni Kroos
|-
| ||'''13'''||Thomas Müller
|-
| ||'''11'''||Miroslav Klose || || 
|-
| ||'''8''' ||Mesut Özil || || 
|-
|colspan=3|'''Substitutions:'''
|-
| ||'''9''' ||André Schürrle || || 
|-
| ||'''19'''||Mario Götze || || 
|-
| ||'''17'''||Per Mertesacker || || 
|-
|colspan=3|'''Manager:'''
|-
|colspan=3|Joachim Löw
|}","[-0.21811053  0.33510342 -0.10355733 ...  0.230065   -0.3074191
 -0.03129518]"
2014 FIFA World Cup final,https://en.wikipedia.org/wiki/2014_FIFA_World_Cup_final,"|valign=""top""|File:GER-ARG 2014-07-13.svg|300px|alt=Diagram of a football field showing German players in a 4–3–3 formation in the lower half and Argentine players in a 4–2–3–1 formation in the upper half
|valign=""top"" width=""50%""|
{| style=""font-size:90%;margin:auto"" cellspacing=""0"" cellpadding=""0""
|-
!width=25| !!width=25|
|-
|GK ||'''1''' ||Sergio Romero
|-
| ||'''4''' ||Pablo Zabaleta
|-
| ||'''15'''||Martín Demichelis
|-
| ||'''2''' ||Ezequiel Garay
|-
| ||'''16'''||Marcos Rojo
|-
| ||'''14'''||Javier Mascherano || 
|-
| ||'''6''' ||Lucas Biglia
|-
| ||'''8''' ||Enzo Pérez || || 
|-
| ||'''10'''||Lionel Messi (Captain (association football)|c)
|-
| ||'''22'''||Ezequiel Lavezzi || || 
|-
| ||'''9''' ||Gonzalo Higuaín || || 
|-
|colspan=3|'''Substitutions:'''
|-
| ||'''20'''||Sergio Agüero  ||  || 
|-
| ||'''18'''||Rodrigo Palacio || || 
|-
| ||'''5''' ||Fernando Gago || || 
|-
|colspan=3|'''Manager:'''
|-
|colspan=3|Alejandro Sabella
|}
|}

{| style=""width:100%;font-size:90%""
|
'''Man of the Match:'''
<br />Mario Götze (Germany)

'''Assistant referee (association football)|Assistant referees:'''
<br />Renato Faverani (Italian Football Federation|Italy)
<br />Andrea Stefani (Italian Football Federation|Italy)
<br />'''Assistant referee (association football)#Fourth official|Fourth official:'''
<br />Carlos Vera (Ecuadorian Football Federation|Ecuador)
<br />'''Assistant referee (association football)#Fifth official|Fifth official:'''
<br />Christian Lescano (Ecuadorian Football Federation|Ecuador)
<includeonly>|}</includeonly><section end=Lineups />
|style=""width:60%;vertical-align:top""|
'''Match rules:'''
* 90 minutes.
* 30 minutes of extra-time if necessary.
* Penalty shoot-out if still tied.
* Twelve named eligible substitutes.
* Maximum of three substitutions.
|}
{| class=""wikitable plainrowheaders"" style=""text-align:center""
|+ Statistics
|-
!width=130|Overall
!width=70|Germany
!width=70|Argentina
|-
!scope=row|Goals scored
|1||0
|-
!scope=row|Total shots
|10||10
|-
!scope=row|Shots on target
|7||2
|-
!scope=row|Ball possession
|60%||40%
|-
!scope=row|Corner kicks
|5||3
|-
!scope=row|Fouls committed
|20||16
|-
!scope=row|Offsides
|3||2
|-
!scope=row|Saves
|2||6
|-
!scope=row|Yellow cards
|2||2
|-
!scope=row|Red cards
|0||0
|}

==Post-match==
File:Philipp Lahm lifts the 2014 FIFA World Cup.jpg|thumb|German captain Philipp Lahm lifts the World Cup trophy|alt=View of the celebrating German team on a podium behind a glass screen, Lahm holding the trophy aloft, while spectators with cameras stand behind
Germany's victory marked the first World Cup win by a European team in the Americas, as well as the third successive European triumph after Italy and Spain's wins in 2006 and 2010. President Rousseff of Brazil delivered the trophy to German captain Philipp Lahm during the awards ceremony on the stands. Alongside her during the trophy handover was List of presidents of FIFA|FIFA president Sepp Blatter. As Lahm raised the trophy, the Conclusion (music)|outro of the tournament's official song ""We Are One (Ole Ola)"" was played. The goalscorer Götze was named as the official Player of the match|man of the match for the final, despite playing only the last two minutes of normal time and thirty minutes of extra time. Messi was awarded the FIFA World Cup awards#Golden Ball|Golden Ball, FIFA's award for whom they considered the tournament's best player, and Neuer was given the FIFA World Cup awards#Golden Glove|Golden Glove for best goalkeeper.","[-0.3574359   0.33802387 -0.2320641  ...  0.3977888  -0.53535265
 -0.25102654]"
